title,relevant_sentence,label
Zwischen Brunnital und Seewlialp,"Danach steigt man über einzelne Grasbänder und Felsstufen hoch (II), äusserst steil und ausgesetzt. | T6 | II",negativ
Zwischen Brunnital und Seewlialp,Die Wegfindung ist sehr anspruchsvoll. | T6 | II,negativ
Zwischen Brunnital und Seewlialp,An einzelnen Stellen in Gratnähe ist der Fels brüchig und daher heikel. | T6 | II,negativ
Zwischen Brunnital und Seewlialp,"Die Wegfindung ist anspruchsvoll, das Gelände ausgesetzt und einzelne Stellen auch technisch fordernd. | T6 | II",negativ
Hochtour ab Belvédère zum Galenstock und Sidelenstock,Zuletzt konnte ich über steiles Felsgelände (I-II) seinen Gipfel erklimmen. | T5+ | WS,negativ
Hochtour ab Belvédère zum Galenstock und Sidelenstock,Neben der Gletscherzunge konnte ich weiter im brüchigen Gelände absteigen. | T5+ | WS,negativ
Hochtour ab Furkapass zum Klein Furkahorn und zwei Gipfeln des Sidelengrates,"Ganz unten musste ich über kleingriffige plattige Felsen und mit Feinschutt bedeckte Tritte abklettern, was schon T6+ sein könnte! | WS+ | II",negativ
Wiss- & Schwarzstöckli,"Der höchste Punkt vomWissstöcklikann zu Begin im 2.Schwierigkeitsgrad kletternd und zum Schluss hangelnd erklommen werden, was ich natürlich mit Genuss durchführte. | T6 | III",negativ
Wiss- & Schwarzstöckli,Dem Grat entlang gelangte ich über zum Teil brüchigen Fels zum ersten Fixseil. | T6 | III,negativ
Gemsstock und St. Annafirn,"Als ich nun sehe wie das Seil, an welchem die Leiter baumelt, verankert ist (nur ins Tuch eingeknotet...), steigt das Vertrauen nicht sonderlich. | T4+ | L",negativ
Uri Rotstock 2929m,"Der feinkörnige Schutt und das leicht abdrängende Gelände erforderten Konzentration, auch wenn gewisse Stellen seilgesichert sind. | T4",negativ
Uri Rotstock 2929m,"Steigeisen oder Helm sind nicht nötig, aber Trittsicherheit und Schwindelfreiheit sind ein Muss. | T4",negativ
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m","Ein erster Angriff etwas weiter rechts führte mich zu einem etwas ekligen, leicht überhängendem Kletterzug, der mir nicht geheuer war (III, oben blau eingezeichnet). | T5+ | II",negativ
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m","Die Traverse ist allerdings sehr knifflig bzw. mühsam (T5) und ich würde bei einer weiteren Begehung der Route stattdessen versuchen, den Wanderweg erst nach dem Felskopf zu verlassen, und von dort in möglichst direkter Linie auf den Grat aufzusteigen (oben blau eingezeichnet).Auf dem Grat angekommen folgt nun der sehr schöne und spassige Teil des Aufstiegs: | T5+ | II",negativ
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m","Der Grat wird hier nun exponiert, dafür aber flach. | T5+ | II",negativ
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m","Zuerst grasig und einfach (T4), danach folgt eine kurze felsige Stelle, die sehr ausgesetzt ist, und keine guten Möglichkeiten bietet, sich festzuhalten oder abzustützen, wenn man wie ich alles oben drüber geht (Schlüsselstelle, kurz T5+). | T5+ | II",negativ
"Tibistock 2023m Überschreitung Nord-Süd, Diepen 2221m Überschreitung via Südostgrat, Rophaien 2078m","Eine Umgehung dieser Stelle ist vermutlich linksseitig möglich, das Gelände dort ist aber sehr abschüssig und nicht unbedingt einfacher. | T5+ | II",negativ
Chli Bielenhorn via Schildchrötligrat,Schwierigkeit:Die schwierigste Stelle bei der Umgehung der Klagemauer links liegt bei 4b. | T4 | IV,negativ
Chli Bielenhorn via Schildchrötligrat,"Auch die Boulderstelle kurz vor dem Gipfel verlangte mir noch einmal alles ab, wobei ich mir ehrlich gesagt nicht einmal sicher bin ob diese Stelle überhaupt zum klassischen Schildkrötengrat gehört oder ob uns der Bergführer hier einfach nochmals mit einem ""Zückerli"" fordern wollte; | T4 | IV",negativ
Sunnig oder rund? Hauptsache Stock!,"Über diesen schön, einfach, aber exponiert auf den Gipfel, dessen Riesensteinmann leider halb eingestürzt ist. | T5 | II",negativ
Gwächtenhorn-Westgrat & Sustenhorn,"Dieser bietet eine spannende, nicht schwierige aber teils doch recht exponierte Kletterei im II. Schwierigkeitsgrad. | T4 | WS | II",negativ
Gwächtenhorn-Westgrat & Sustenhorn,"Lediglich am Gipfelkopf musste man kurz ein recht exponiertes Schneefeld queren, dafür waren die Eisen dann doch hilfreich. | T4 | WS | II",negativ
Extraschicht für Schutzengel am Dammastock,"Ich wurde mitgerissen und wir stürzten in sehr steilem Gelände mit dem Sicherungsseil zwischen uns, das jedoch keine Verbindung zu festem Fels mehr hatte. | ZS+ | III",negativ
Fleckistock,Einzelne Stellen sind ziemlich luftig. | WS | III | ZS,negativ
Sustenhorn 3502m,"Die technischen Anforderungen sind minimal, einzigSchwindelfreiheitundTrittsicherheitmüssen gegeben sein, gehen aber nicht über die Herausforderungen einer Mythen- oder Druesbergbesteigung hinaus. | T4 | L | I",negativ
"Bälmig, die Via Felix!","Wirklich exponiert ist eigentlich nur eine kurze Passage vor 1900, Tief- und Ausblicke gibt's aber durchwegs. | T5- | II",negativ
Gitschen-Runde,"Es braucht einiges an Trittsicherheit, und Höhenangst wäre bei den ständigen Tiefblicken unvorteilhaft. | T5",negativ
Grosses Furkahorn,"Bereits in der ersten Seillänge in welcher man in einer Verschneidung hinauf klettert, nutzten wir zusätzlich zu den Bohrhacken einen Friends. | T5 | 4+",negativ
Klar gescheitert am Sustenspitz,"Erstmal drin in dem steilen Gelände ergibt sich dann tatsächlich ein Durchstieg mit moderater und technischnicht zu schwerer Kraxelei, wobei einesandige StelleVorsicht verlangt. | Keine Schwierigkeitsangabe",negativ
Klar gescheitert am Sustenspitz,"Dort gibt es zwar sowas wie Bänder, die aber soschmal und gefährlichaussehen, dass ich keine Versuch wage. | Keine Schwierigkeitsangabe",negativ
Bristen (3073 m) über Nordostgrat von Amsteg,"Möchte man der Gratkante ausweichen und wird der Weg in der momentanen Flanke gefühlt deutlich schwieriger, steiler oder rutschiger als die vorangegangenen einfacheren Passagen, lohnt es sich häufig einen Blick auf die andere Gratseite zu werfen - dort setzt sich dann oft ein besser ausgetretener, weniger abschüssiger Pfad fort. | T5 | II",negativ
Bristen,"Ausgesetzt schon etwas, aber zu klettern eher eine I. Ansonsten kann man den Schwierigkeiten immer ausweichen, was aber den Spaß mindert und zudem gefährlich bröselig ist. | T5- | II",negativ
Schächentaler Windgällen via Balmer Grätli,"Die Tour an sich ist nicht lang, technisch mässig anspruchsvoll (Kletterei II bzw. kurze Stelle III, gesichert) aber Stellen-weise ziemlich ausgesetzt. | T5+ | II",negativ
Gross Spitzen,Hier sollte man Trittsicherheit mitbringen (T4). | T3+,negativ
Spitzli-Überschreitung,"Hält man sich auf der Gratkante, ist es zum Teil sehr ausgesetzt, aber oft auch sehr schön zu klettern! | T3 | ZS- | III",negativ
Rohrspitzli ab Wassen via Spitzli,"Die zweite Hälfte des Grates wird aber zunehmend schwieriger, so dass das L vom alten SAC-Führer etwas Fehl am Platz ist. | T5 | WS+",negativ
Schächentaler Windgällen,In der folgendenHangquerungist der Pfad schmal und neigt zum Abrutschen. | T5+ | II,negativ
Schächentaler Windgällen,"T5+ / II (an der Grenze zu T6, Seilsicherung bei Bedarf sehr gut möglich) | T5+ | II",negativ
Ruchälplistock und Jakobiger,"Diese Stelle ist ausgesetzt und das Gelände ziemlich rutschig (Geröll/Sand), sodass hier Vorsicht geboten ist. | T5 | I",negativ
Gross Windgällen 3187m - Ost- und Westgipfel,Über eine schmale Schneebrücke mit recht viel Luft darunter gelangten wir an die Wand. | ZS+ | III,negativ
Gross Windgällen 3187m - Ost- und Westgipfel,Laut unserem Routenbeschrieb sollte es nun links auf einem ausgesetzten Band ums Eck herum gehen. | ZS+ | III,negativ
Gross Windgällen 3187m - Ost- und Westgipfel,"Über brüchiges, ausgesetztes Gelände näherten wir uns vorsichtig diesem abschüssigen Band, welches kurz vor der Ecke auch noch eine gruselige, etwa 1 Meter breite Unterbrechung aufweist. | ZS+ | III",negativ
Bälmeten NW-Grat zum Dritten,"Bald erfordert ein schmaler steiler Felsspalt etwas Akrobatik, bevor es in schrofigen Gelände steil zu einem Band hochgeht, über welches wir - teils abschüssig und rutschig - uns zum vergleichsweise lieblichen Beginn desNordwestgrates hocharbeiten. | T5- | II",negativ
Gletschhorn (3305m) via Südgrat,Die Kletterei macht unheimlichen Spass und ich empfand sie nur an wenigen Stellen etwas schwierig - aber der Grat ist oftmals schmal und ausgesetzt. | ZS | V,negativ
Rophaien - Diepen - Fulen,"Anfangs gibt es Trittspuren, die über eine steile, etwas exponierte Passage (T5) auf eine Schulter führen. | T5",negativ
Aufgehobener Alpinwanderweg: Müllerberge - Bodmi,"Das Hauptproblem damals war - nebst der Ausgesetztheit und der öfter schmalen Wegspur - die teils halbmannshohe dichte Vegetation (Farne, Gräser, über den Weg hängendes Grün teils mit Dornen) ab etwa der Hälfte der Strecke (Richtung Müllerberge). | T4+",negativ
Aufgehobener Alpinwanderweg: Müllerberge - Bodmi,"Dadurch konnte man den sonst schon schmalen, öfter abschüssigen Pfad nahe am Abhang des steilen Waldgebietes oft gar nicht mehr sehen und musste sich vorsichtig vortasten, denn auch rutschige Steine lagen auf der Spur, unsichtbar unter dem hohen Grün. | T4+",negativ
Aufgehobener Alpinwanderweg: Müllerberge - Bodmi,"Die Stellen, die damals schon schmal waren und abzurutschen schienen, sind jetzt noch etwas prekärer und heute stellenweise etwas feucht-matschig, speziell im Bereich der Rinnen (teils mit Bachüberquerung), die ziemlich am Anfang gequert werden. | T4+",negativ
Aufgehobener Alpinwanderweg: Müllerberge - Bodmi,"Es ist vor allem die schmale, teils schräge Spur mit knappen, rutschig anmutenden Tritten direkt am Abgrund mit oft keiner Haltemöglichkeit. | T4+",negativ
Zum Schluss Genuss am Schloss,Dennoch bleibt's oben steil und auch einigermassen exponiert. | S-,negativ
Stössenstock,In Teils ausgesetztem Gelände geht es im 2. Schwierigkeitsgrad hinauf zumGrassengrat. | II | ZS,negativ
Bächenstock,Dem steilen und teils ausgesetzten Wanderweg durch denFärnigwaldfolgend stieg ich hinauf. | II | ZS,negativ
Teufelsschlucht - Alpentraum,"Oder: (b) die Verschneidung irgendwie hochmoven (sehr komplex, erstaunlich schwierig). | VIII-",negativ
Schächentaler Windgällen 2764m,"Wenn ich eine Schlüsselstelle nennen müsste, dann ist es die ausgesetzte Querung wenig oberhalb des Einstieges - hier muss man ein zwei gewagtere Schritte machen und Fehler sind dort keine erlaubt. | T5+ | II",negativ
"Chaiserstock, 2515m",Familien und eher weniger Geübte taten sich an den etwas ausgesetzten Stellen ziemlich schwer ... | T4+ | I,negativ
Bälmeten (2415) mit Klettersteig,"Der Klettersteig ist kurz, steil und luftig. | T4+ | I | K3-",negativ
Gross Düssi (3256m) Überschreitung,Zudem ist die Kletterei nicht besonders ausgesetzt. | T5 | WS+ | III,negativ
Bristen - Grat viermal!,"Bereits vor dem Zwächten einige Kraxeleien, teils exponiert. | T6 | ZS | III",negativ
Bristen - Grat viermal!,"Ein recht hübscher, teils etwas ausgesetzter Grat mit Kraxelstellen. | T6 | ZS | III",negativ
Bristen - Grat viermal!,"Trotz den markierten Bohrhaken in der Schlüsselstelle (Chlüserwändli) am Südgrat, bleibt diese Route anspruchsvoll und verdient ein ZS. | T6 | ZS | III",negativ
Galenstock - Lunar Impulse,Waagrechter luftiger Quergang | VII+,negativ
Einmal übers Sustenjoch,Etwas ausgesetzt präsentiert sich die folgende Wiesenquerung in Richtung Chalchtal. | T5 | WS- | II,negativ
Grassen Südwand,"Das Vorsteigen gelang mit wunderbar, obwohl ich nur 2-3 Haken vorfand auf guten 30-35m Seil. | T4 | ZS- | III",negativ
Grassen Südwand,Kaum auf dem Grat wird es luftig. | T4 | ZS- | III,negativ
Salbit - W-Grat,Fühlt sich ausgesetzt an! | VI,negativ
Besteigung Sustenspitz,"Ab hier wird die Wanderung zur fast durchgehenden Kletterei im II. Grad, und das 350 Höhenmeter und fast immer deutlich exponiert. | T6- | WS | II",negativ
Besteigung Sustenspitz,"Für uns als Bergwanderer mit zwar vielen leichten Klettererfahrungen aber noch nicht so viel Routine, war es doch eine Grenzerfahrung und Herausforderung, weil eben auch psychologisch gesehen die Steilheit des Hanges das Klettern eher zur Konzentrationsübung macht anstatt zur lustig gemütlichen Kraxelei, die wir auch öfter schon im II. und sogar teils im III. Grad hatten. | T6- | WS | II",negativ
